2.016900875699195739e-01,-4.701515462820777397e-02,-4.701509521505441852e-02,7.322427014270042889e-02,2.331163915489051212e-10,-8.233027908104059711e-02,-6.028626515898220101e-02,-8.233022062295458632e-02,6.028620701566760748e-02,-4.074131366960452409e-04,4.354681798991682715e-03,4.074126233100033921e-04,-4.354623025625435975e-03
-4.701515462820777397e-02,8.979068665414982608e-02,8.840351537726521061e-03,-7.810666705509997088e-02,-5.431923931715316317e-02,4.185715253645736628e-02,1.801985942150253692e-02,1.522697420339871703e-02,8.614855400536060304e-03,1.308115424019346863e-02,5.100536856148470827e-03,-1.308114889964471887e-02,-9.233652984298689609e-03
-4.701509521505441852e-02,8.840351537726521061e-03,8.979074597544793590e-02,-7.810666504663053844e-02,5.431929841944139331e-02,1.522693204141586064e-02,-8.614855667265898173e-03,4.185711070561030922e-02,-1.801985955112410734e-02,1.308114812132472188e-02,9.233671027979003382e-03,-1.308115381562305855e-02,-5.100579598153924012e-03
7.322427014270042889e-02,-7.810666705509997088e-02,-7.810666504663053844e-02,1.983799814269902040e-01,1.072512089744364852e-09,-5.218131733634968905e-02,4.057206221553162910e-04,-5.218131782014959197e-02,-4.057195242709961598e-04,-6.217119062271610208e-02,1.148617210413116224e-12,6.217118966343711944e-02,7.488663333170180466e-13
2.331163915489051212e-10,-5.431923931715316317e-02,5.431929841944139331e-02,1.072512089744364852e-09,9.992971926072485855e-02,-4.352989284555655765e-03,-4.356918516313474168e-03,4.352929925378249895e-03,-4.356977446084662857e-03,2.588219205275538827e-13,-1.633974896310978059e-02,6.415352426552531869e-15,-1.633980942540587747e-02
-8.233027908104059711e-02,4.185715253645736628e-02,1.522693204141586064e-02,-5.218131733634968905e-02,-4.352989284555655765e-03,6.206392893295220592e-02,1.843083807823063872e-02,3.978616254342071806e-02,3.847477872151251147e-03,2.868889294793286904e-04,-1.830681521322195804e-02,-2.868853616245900973e-04,-2.167201052891544553e-03
-6.028626515898220101e-02,1.801985942150253692e-02,-8.614855667265898173e-03,4.057206221553162910e-04,-4.356918516313474168e-03,1.843083807823063872e-02,4.647621261747088284e-02,-3.847495137174415311e-03,-2.419732712049799117e-02,-1.211308918865103262e-10,-5.245982804923840850e-03,4.017121739461789016e-10,-1.522697392317895818e-02
-8.233022062295458632e-02,1.522697420339871703e-02,4.185711070561030922e-02,-5.218131782014959197e-02,4.352929925378249895e-03,3.978616254342071806e-02,-3.847495137174415311e-03,6.206390476322564548e-02,-1.843079683374834049e-02,2.868856281427582550e-04,2.167201052795778710e-03,-2.868890312397891001e-04,1.830681521339542692e-02
6.028620701566760748e-02,8.614855400536060304e-03,-1.801985955112410734e-02,-4.057195242709961598e-04,-4.356977446084662857e-03,3.847477872151251147e-03,-2.419732712049799117e-02,-1.843079683374834049e-02,4.647615436297428126e-02,-4.017459141655066806e-10,-1.522693231810181604e-02,1.207664796746529828e-10,-5.245941325988910837e-03
-4.074131366960452409e-04,1.308115424019346863e-02,1.308114812132472188e-02,-6.217119062271610208e-02,2.588219205275538827e-13,2.868889294793286904e-04,-1.211308918865103262e-10,2.868856281427582550e-04,-4.017459141655066806e-10,3.088132873013250956e-02,-1.772891768199352133e-10,-3.088132176691227998e-02,-7.120710610086495190e-14
4.354681798991682715e-03,5.100536856148470827e-03,9.233671027979003382e-03,1.148617210413116224e-12,-1.633974896310978059e-02,-1.830681521322195804e-02,-5.245982804923840850e-03,2.167201052795778710e-03,-1.522693231810181604e-02,-1.772891768199352133e-10,2.078795284368919333e-02,5.569062223475966849e-14,6.452134805677037233e-03
4.074126233100033921e-04,-1.308114889964471887e-02,-1.308115381562305855e-02,6.217118966343711944e-02,6.415352426552531869e-15,-2.868853616245900973e-04,4.017121739461789016e-10,-2.868890312397891001e-04,1.207664796746529828e-10,-3.088132176691227998e-02,5.569062223475966849e-14,3.088132737443494841e-02,1.770372883464089217e-10
-4.354623025625435975e-03,-9.233652984298689609e-03,-5.100579598153924012e-03,7.488663333170180466e-13,-1.633980942540587747e-02,-2.167201052891544553e-03,-1.522697392317895818e-02,1.830681521339542692e-02,-5.245941325988910837e-03,-7.120710610086495190e-14,6.452134805677037233e-03,1.770372883464089217e-10,2.078797784463787615e-02
